"Sprite Reference","Continent","Type","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian",""
"Poland","Europe","Country","HUDText","Poland","PSG_10001022","","","","","","","Pologne","Polonia","Polen","Polonia","Polônia","Polen","Lengyelország","Polska","Польша",""
"Portugal","Europe","Country","HUDText","Portugal","PSG_10001023","","","","","","","Portugal","Portogallo","Portugal","Portugal","Portugal","Portugal","Portugália","Portugalia","Португалия",""
"PuertoRico","North America","Country","HUDText","Puerto Rico","PSG_10007607","","","","","","","Porto Rico","Portorico","Puerto Rico","Puerto Rico","Porto Rico","Puerto Rico","Puerto Rico","Portoryko","Пуэрто-Рико",""
"Qatar","Asia","Country","HUDText","Qatar","PSG_10001024","","","","","","","Qatar","Qatar","Katar","Catar","Qatar","Qatar","Katar","Katar","Катар",""
"Romania","Europe","Country","HUDText","Romania","PSG_10001025","","","","","","","Roumanie","Romania","Rumänien","Rumanía","Romênia","Roemenië","Románia","Rumunia","Румыния",""
"RussianFederation","Europe","Country","HUDText","Russia","PSG_10001026","","","","","","","Fédération de Russie","Russia","Russische Föderation","Federación Rusa","Rússia","Rusland","Oroszország","Rosja","Российская Федерация",""
"Rwanda","Africa","Country","HUDText","Rwanda","PSG_10001027","","","","","","","Rwanda","Ruanda","Ruanda","Ruanda","Ruanda","Rwanda","Ruanda","Rwanda","Руанда",""
"SaintKittsandNevis","North America","Country","HUDText","Saint Kitts and Nevis","PSG_10001029","","","","","","","Saint-Christophe-et-Niévès","Saint Kitts e Nevis","St. Kitts und Nevis","San Cristóbal y Nieves","São Cristóvão e Névis","St. Kitts en Nevis","Saint Kitts és Nevis","Saint Kitts i Nevis","Сент-Китс и Невис",""
"SaintLucia","North America","Country","HUDText","Saint Lucia","PSG_10001030","","","","","","","Sainte-Lucie","Santa Lucia","St. Lucia","Santa Lucía","Santa Lúcia","St. Lucia","Saint Lucia","Saint Lucia","Сент-Люсия",""
"SaintVincentandtheGrenadines","North America","Country","HUDText","Saint Vincent and the Grenadines","PSG_10003618","","","","","","","Saint-Vincent-et-les-Grenadines","Saint Vincent e Grenadine","St. Vincent und die Grenadinen","San Vicente y las Granadinas","São Vicente e Granadinas","St. Vincent en de Grenadines","Saint Vincent és a Grenadine-szigetek","Saint Vincent i Grenadyny","Сент-Винсент и Гренадины",""
"Samoa","Oceania","Country","HUDText","Samoa","PSG_10001031","","","","","","","Samoa","Samoa","Samoa","Samoa","Samoa","Samoa","Szamoa","Samoa","Самоа",""
"SanMarino","Europe","Country","HUDText","San Marino","PSG_10001032","","","","","","","Saint-Marin","San Marino","San Marino","San Marino","São Marinho","San Marino","San Marino","San Marino","Сан-Марино",""
"SaoTomeandPrincipe","Africa","Country","HUDText","Sao Tome and Principe","PSG_10001033","","","","","","","Sao Tomé-et-Principe","São Tomé e Príncipe","São Tomé und Príncipe","Santo Tomé y Príncipe","São Tomé e Príncipe","St. Tomé en Principe","Sao Tomé és Principe","Wyspy Świętego Tomasza i Książęca","Сан-Томе и Принсипи",""
"SaudiArabia","Asia","Country","HUDText","Saudi Arabia","PSG_10001034","","","","","","","Arabie saoudite","Arabia Saudita","Saudi-Arabien","Arabia Saudí","Arábia Saudita","Saoedi-Arabië","Szaúd-Arábia","Arabia Saudyjska","Саудовская Аравия",""
"Senegal","Africa","Country","HUDText","Senegal","PSG_10001035","","","","","","","Sénégal","Senegal","Senegal","Senegal","Senegal","Senegal","Szenegál","Senegal","Сенегал",""
"Serbia","Europe","Country","HUDText","Serbia","PSG_10001036","","","","","","","Serbie","Serbia","Serbien","Serbia","Sérvia","Servië","Szerbia","Serbia","Сербия",""
"Seychelles","Africa","Country","HUDText","Seychelles","PSG_10001037","","","","","","","Seychelles","Seychelles","Seychellen","Seychelles","Seicheles","Seychellen","Seychelle-szigetek","Seszele","Сейшелы",""
"SierraLeone","Africa","Country","HUDText","Sierra Leone","PSG_10001038","","","","","","","Sierra Leone","Sierra Leone","Sierra Leone","Sierra Leona","Serra Leoa","Sierra Leone","Sierra Leone","Sierra Leone","Сьерра-Леоне",""
"Singapore","Asia","Country","HUDText","Singapore","PSG_10001039","","","","","","","Singapour","Singapore","Singapur","Singapur","Singapura","Singapore","Szingapúr","Singapur","Сингапур",""
"Slovakia","Europe","Country","HUDText","Slovakia","PSG_10001040","","","","","","","Slovaquie","Slovacchia","Slowakei","Eslovaquia","Eslováquia","Slowakije","Szlovákia","Słowacja","Словакия",""
"Slovenia","Europe","Country","HUDText","Slovenia","PSG_10001041","","","","","","","Slovénie","Slovenia","Slowenien","Eslovenia","Eslovênia","Slovenië","Szlovénia","Słowenia","Словения",""
"SolomonIslands","Oceania","Country","HUDText","Solomon Islands","PSG_10001042","","","","","","","Îles Salomon","Isole Salomone","Salomonen","Islas Salomón","Ilhas Salomão","Salomonseilanden","Salamon-szigetek","Wyspy Salomona","Соломоновы острова",""
"Somalia","Africa","Country","HUDText","Somalia","PSG_10001044","","","","","","","Somalie","Somalia","Somalia","Somalia","Somália","Somalië","Szomália","Somalia","Сомали",""
"SouthAfrica","Africa","Country","HUDText","South Africa","PSG_10001045","","","","","","","Afrique du Sud","Sudafrica","Südafrika","Sudáfrica","África do Sul","Zuid-Afrika","Dél-Afrika","Republika Południowej Afryki","ЮАР",""
"SouthKorea","Asia","Country","HUDText","South Korea","PSG_10001046","","","","","","","Corée du Sud","Corea del Sud","Südkorea","Corea del Sur","Coreia do Sul","Zuid-Korea","Dél-Korea","Korea Południowa","Южная Корея",""
"SouthSudan","Africa","Country","HUDText","South Sudan","PSG_10001047","","","","","","","Soudan du Sud","Sudan del Sud","Südsudan","Sudán del Sur","Sudão do Sul","Zuid-Soedan","Dél-Szudán","Sudan Południowy","Южный Судан",""
"Spain","Europe","Country","HUDText","Spain","PSG_10001048","","","","","","","Espagne","Spagna","Spanien","España","Espanha","Spanje","Spanyolország","Hiszpania","Испания",""
"SriLanka","Asia","Country","HUDText","Sri Lanka","PSG_10001049","","","","","","","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Srí Lanka","Sri Lanka","Шри-Ланка",""
"Sudan","Africa","Country","HUDText","Sudan","PSG_10001050","","","","","","","Soudan","Sudan","Sudan","Sudán","Sudão","Soedan","Szudán","Sudan","Судан",""
"Suriname","South America","Country","HUDText","Suriname","PSG_10001051","","","","","","","Surinam","Suriname","Surinam","Surinam","Suriname","Suriname","Suriname","Surinam","Суринам",""
"Swaziland","Africa","Country","HUDText","Swaziland","PSG_10001052","","","","","","","Swaziland","Swaziland","Swasiland","Suazilandia","Suazilândia","Swaziland","Szváziföld","Suazi","Свазиленд",""
"Sweden","Europe","Country","HUDText","Sweden","PSG_10001053","","","","","","","Suède","Svezia","Schweden","Suecia","Suécia","Zweden","Svédország","Szwecja","Швеция",""
"Switzerland","Europe","Country","HUDText","Switzerland","PSG_10001054","","","","","","","Suisse","Svizzera","Schweiz","Suiza","Suíça","Zwitserland","Svájc","Szwajcaria","Швейцария",""
"Syria","Asia","Country","HUDText","Syria","PSG_10001055","","","","","","","Syrie","Siria","Syrien","Siria","Síria","Syrië","Szíria","Syria","Сирия",""
"Tajikistan","Asia","Country","HUDText","Tajikistan","PSG_10001056","","","","","","","Tadjikistan","Tagikistan","Tadschikistan","Tayikistán","Tadjiquistão","Tadzjikistan","Tádzsikisztán","Tadżykistan","Таджикистан",""
"Tanzania","Africa","Country","HUDText","Tanzania","PSG_10001057","","","","","","","Tanzanie","Tanzania","Tansania","Tanzania","Tanzânia","Tanzania","Tanzánia","Tanzania","Танзания",""
"Thailand","Asia","Country","HUDText","Thailand","PSG_10001058","","","","","","","Thaïlande","Thailandia","Thailand","Tailandia","Tailândia","Thailand","Thaiföld","Tajlandia","Таиланд",""
"Togo","Africa","Country","HUDText","Togo","PSG_10001059","","","","","","","Togo","Togo","Togo","Togo","Togo","Togo","Togo","Togo","Того",""
"Tonga","Oceania","Country","HUDText","Tonga","PSG_10001060","","","","","","","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Тонга",""
"TrinidadandTobago","North America","Country","HUDText","Trinidad and Tobago","PSG_10001061","","","","","","","Trinité-et-Tobago","Trinidad e Tobago","Trinidad und Tobago","Trinidad y Tobago","Trindade e Tobago","Trinidad en Tobago","Trinidad és Tobago","Trynidad i Tobago","Тринидад и Тобаго",""
"Tunisia","Africa","Country","HUDText","Tunisia","PSG_10001062","","","","","","","Tunisie","Tunisia","Tunesien","Túnez","Tunísia","Tunesië","Tunézia","Tunezja","Тунис",""
"Turkey","Asia","Country","HUDText","Turkey","PSG_10001063","","","","","","","Turquie","Turchia","Türkei","Turquía","Turquia","Turkije","Törökország","Turcja","Турция",""
"Turkmenistan","Asia","Country","HUDText","Turkmenistan","PSG_10001064","","","","","","","Turkménistan","Turkmenistan","Turkmenistan","Turkmenistán","Turcomenistão","Turkmenistan","Türkmenisztán","Turkmenistan","Туркменистан",""
"Tuvalu","Oceania","Country","HUDText","Tuvalu","PSG_10001065","","","","","","","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Тувалу",""
"Uganda","Africa","Country","HUDText","Uganda","PSG_10001066","","","","","","","Ouganda","Uganda","Uganda","Uganda","Uganda","Oeganda","Uganda","Uganda","Уганда",""
"UK","Europe","Country","HUDText","United Kingdom","PSG_10001069","","","","","","","Royaume-Uni","Regno Unito","Vereinigtes Königreich","Reino Unido","Reino Unido","Verenigd Koninkrijk","Egyesült Királyság","Wielka Brytania","Великобритания",""
"Ukraine","Europe","Country","HUDText","Ukraine","PSG_10001067","","","","","","","Ukraine","Ucraina","Ukraine","Ucrania","Ucrânia","Oekraïne","Ukrajna","Ukraina","Украина",""
"UnitedArabEmirates","Asia","Country","HUDText","United Arab Emirates","PSG_10001068","","","","","","","Émirats arabes unis","Emirati Arabi Uniti","Vereinigte Arabische Emirate","Emiratos Árabes Unidos","Emirados Árabes Unidos","Verenigde Arabische Emiraten","Egyesült Arab Emírségek","Zjednoczone Emiraty Arabskie","Объединенные Арабские Эмираты",""
"UnitedStates","North America","Country","HUDText","United States","PSG_10001070","","","","","","","États-Unis","Stati Uniti","USA","Estados Unidos","Estados Unidos","Verenigde Staten","Egyesült Államok","Stany Zjednoczone","США",""
"Uruguay","South America","Country","HUDText","Uruguay","PSG_10001071","","","","","","","Uruguay","Uruguay","Uruguay","Uruguay","Uruguai","Uruguay","Uruguay","Urugwaj","Уругвай",""
"Uzbekistan","Asia","Country","HUDText","Uzbekistan","PSG_10001072","","","","","","","Ouzbékistan","Uzbekistan","Usbekistan","Uzbekistán","Uzbequistão","Oezbekistan","Üzbegisztán","Uzbekistan","Узбекистан",""
"Vanuatu","Oceania","Country","HUDText","Vanuatu","PSG_10001073","","","","","","","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Вануату",""
"VaticanCity","Europe","Country","HUDText","Vatican City","PSG_10001074","","","","","","","Vatican","Città del Vaticano","Vatikanstadt","Ciudad del Vaticano","Cidade do Vaticano","Vaticaanstad","Vatikán","Watykan","Ватикан",""
"Venezuela","South America","Country","HUDText","Venezuela","PSG_10001075","","","","","","","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Venezuela","Wenezuela","Венесуэла",""
"Vietnam","Asia","Country","HUDText","Vietnam","PSG_10001076","","","","","","","Vietnam","Vietnam","Vietnam","Vietnam","Vietnã","Vietnam","Vietnam","Wietnam","Вьетнам",""
"WallisandFutuna","Oceania","Country","HUDText","Wallis and Futuna","PSG_10007608","","","","","","","Wallis-et-Futuna","Wallis e Futuna","Wallis und Futuna","Wallis y Futuna","Wallis e Futuna","Wallis en Futuna","Wallis és Futuna","Wallis i Futuna","Уоллис и Футуна",""
"Yemen","Asia","Country","HUDText","Yemen","PSG_10001077","","","","","","","Yémen","Yemen","Jemen","Yemen","Iêmen","Jemen","Jemen","Jemen","Йемен",""
"Zambia","Africa","Country","HUDText","Zambia","PSG_10001078","","","","","","","Zambie","Zambia","Sambia","Zambia","Zâmbia","Zambia","Zambia","Zambia","Замбия",""
"Zimbabwe","Africa","Country","HUDText","Zimbabwe","PSG_10001079","","","","","","","Zimbabwe","Zimbabwe","Simbabwe","Zimbabue","Zimbábue","Zimbabwe","Zimbabwe","Zimbabwe","Зимбабве",""
"Afghanistan","Asia","TheCountry","HUDText","Afghanistan","PSG_10009407","","","","","","","Afghanistan","Afghanistan","Afghanistan","Afganistán","Afeganistão","Afghanistan","Afganisztán","Afganistan","Афганистан",""
"Albania","Europe","TheCountry","HUDText","Albania","PSG_10009408","","","","","","","Albanie","Albania","Albanien","Albania","Albânia","Albanië","Albánia","Albania","Албания",""
"Algeria","Africa","TheCountry","HUDText","Algeria","PSG_10009409","","","","","","","Algérie","Algeria","Algerien","Argelia","Argélia","Algerije","Algéria","Algieria","Алжир",""
"Andorra","Europe","TheCountry","HUDText","Andorra","PSG_10009410","","","","","","","Andorre","Andorra","Andorra","Andorra","Andorra","Andorra","Andorra","Andora","Андорра",""
"Angola","Africa","TheCountry","HUDText","Angola","PSG_10009411","","","","","","","Angola","Angola","Angola","Angola","Angola","Angola","Angola","Angola","Ангола",""
"AntiguaandBarbuda","North America","TheCountry","HUDText","Antigua and Barbuda","PSG_10009412","","","","","","","Antigua-et-Barbuda","Antigua e Barbuda","Antigua und Barbuda","Antigua y Barbuda","Antígua e Barbuda","Antigua en Barbuda","Antigua és Barbuda","Antigua i Barbuda","Антигуа и Барбуда",""
"Argentina","South America","TheCountry","HUDText","Argentina","PSG_10009413","","","","","","","Argentine","Argentina","Argentinien","Argentina","Argentina","Argentinië","Argentína","Argentyna","Аргентина",""
"Armenia","Europe","TheCountry","HUDText","Armenia","PSG_10009414","","","","","","","Arménie","Armenia","Armenien","Armenia","Armênia","Armenië","Örményország","Armenia","Армения",""
"Aruba","South America","TheCountry","HUDText","Aruba","PSG_10011104","","","","","","","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Aruba","Аруба",""
"Australia","Oceania","TheCountry","HUDText","Australia","PSG_10009415","","","","","","","Australie","Australia","Australien","Australia","Austrália","Australië","Ausztrália","Australia","Австралия",""
"Austria","Europe","TheCountry","HUDText","Austria","PSG_10009416","","","","","","","Autriche","Austria","Österreich","Austria","Áustria","Oostenrijk","Ausztria","Austria","Австрия",""
"Azerbaijan","Europe","TheCountry","HUDText","Azerbaijan","PSG_10009417","","","","","","","Azerbaïdjan","Azerbaigian","Aserbaidschan","Azerbaiyán","Azerbaijão","Azerbeidzjan","Azerbajdzsán","Azerbejdżan","Азербайджан",""
